id,observed_on_string,observed_on,quality_grade,license,latitude,longitude,positional_accuracy,scientific_name,common_name
16231571,Wed Sep 05 2018 10:20:08 GMT-0500 (CDT),9/5/2018,research,CC-BY-NC-SA,36.07199484,-94.16185324,65,Danaus plexippus,Monarch
16232147,Wed Sep 05 2018 10:47:36 GMT-0500 (CDT),9/5/2018,research,CC-BY-NC-SA,36.07351697,-94.16166546,22,Danaus plexippus,Monarch
16236847,9/5/2018,9/5/2018,casual,CC-BY-NC,36.26812,-93.084984,428,Danaus plexippus,Monarch
16241173,Wed Sep 05 2018 15:58:05 GMT-0500 (CDT),9/5/2018,research,,36.365045,-94.29403,5,Danaus plexippus,Monarch
16261953,9/5/2018,9/5/2018,research,CC-BY-NC,35.222857,-92.491692,54,Danaus plexippus,Monarch
16273590,Thu Sep 06 2018 19:12:15 GMT-0500 (CDT),9/6/2018,casual,CC-BY-NC-SA,36.07343426,-94.16087966,30,Danaus plexippus,Monarch
16303388,Fri Sep 07 2018 18:50:08 GMT-0500 (CDT),9/7/2018,research,CC-BY-NC-SA,36.0730308,-94.16086072,5,Danaus plexippus,Monarch
16359068,Sun Sep 09 2018 07:58:01 GMT-0500 (CDT),9/9/2018,research,,34.80802167,-92.21589667,8,Danaus plexippus,Monarch
16372235,2018-09-09 6:05:00 PM CDT,9/9/2018,research,CC-BY-NC,34.739112,-92.407593,,Danaus plexippus,Monarch
16386435,9/9/2018,9/9/2018,research,CC-BY-NC,34.973509,-91.835723,,Danaus plexippus,Monarch
16391455,Mon Sep 10 2018 11:04:27 GMT-0500 (CDT),9/10/2018,research,CC-BY-NC,36.20413902,-94.22799214,10,Danaus plexippus,Monarch
16402122,Mon Sep 10 2018 17:18:36 GMT-0500 (CDT),9/10/2018,research,CC-BY-NC,34.8369383,-92.40575063,10,Danaus plexippus,Monarch
16402672,2018/09/10 9:52 AM CDT,9/10/2018,research,CC-BY-NC,34.95941089,-92.40693948,50,Danaus plexippus,Monarch
16404452,Mon Sep 10 2018 18:47:30 GMT-0500 (CDT),9/10/2018,research,CC-BY-NC-SA,36.09704418,-94.13385521,5,Danaus plexippus,Monarch
16433342,9/2/2018,9/2/2018,research,CC-BY-NC,34.747027,-92.33019,,Danaus plexippus,Monarch
16448347,Wed Sep 12 2018 06:52:31 GMT-0500 (CDT),9/12/2018,research,CC-BY-NC,36.20406882,-94.2275722,5,Danaus plexippus,Monarch
16451016,9/8/2018 10:00,9/8/2018,research,CC-BY-NC,34.74535147,-92.33114828,,Danaus plexippus,Monarch
16484765,9/1/2018,9/1/2018,casual,CC-BY-NC,34.598733,-92.999187,,Danaus plexippus,Monarch
16588741,9/16/2018 9:50,9/16/2018,research,CC-BY-NC,,,244,Danaus plexippus,Monarch
16615822,Sat Sep 15 2018 10:19:48 GMT-0500 (CDT),9/15/2018,research,CC-BY-NC,36.10512217,-94.18441667,50,Danaus plexippus,Monarch
16616318,Sun Sep 09 2018 17:26:56 GMT-0500 (CDT),9/9/2018,research,CC-BY-NC,36.078,-94.11616383,114,Danaus plexippus,Monarch
16629122,2018/09/16 3:52 PM CDT,9/16/2018,research,CC-BY-NC,34.83684442,-92.40564722,,Danaus plexippus,Monarch
16646460,9/17/2018,9/17/2018,casual,CC-BY-NC,36.37004567,-92.55220413,15,Danaus plexippus,Monarch
16651616,2018-07-24 2:50:51 PM CDT,7/24/2018,research,,36.06183243,-94.16013336,,Danaus plexippus,Monarch
16670412,9/16/2018,9/16/2018,casual,CC-BY-NC,34.700552,-93.06263,1508,Danaus plexippus,Monarch
16673048,9/11/2018,9/11/2018,research,CC-BY-NC,34.552216,-92.339956,,Danaus plexippus,Monarch
16678561,9/3/2018,9/3/2018,casual,CC-BY-NC,36.184759,-94.55799,194,Danaus plexippus,Monarch
16678581,8/23/2018,8/23/2018,casual,CC-BY-NC,36.184759,-94.55799,194,Danaus plexippus,Monarch
16678584,9/4/2018,9/4/2018,casual,CC-BY-NC,36.184759,-94.55799,194,Danaus plexippus,Monarch
16715691,Thu Sep 20 2018 09:04:51 GMT-0500 (CDT),9/20/2018,research,CC-BY-NC,36.20425327,-94.2279421,30,Danaus plexippus,Monarch
16870764,9/20/2018,9/20/2018,casual,CC-BY-NC,34.780397,-92.394554,,Danaus plexippus,Monarch
16878666,2018/09/24 11:56 AM CDT,9/24/2018,research,CC-BY-NC,34.81645965,-92.45713956,188,Danaus plexippus,Monarch
16879568,Mon Sep 03 2018 11:26:44 GMT-0500 (CDT),9/3/2018,research,CC-BY-NC,34.54453623,-93.57645454,35,Danaus plexippus,Monarch
16996974,2018-09-28 10:17:45 AM CDT,9/28/2018,casual,CC-BY-NC,35.2615448,-91.208077,3200,Danaus plexippus,Monarch
17027648,Sat Sep 29 2018 10:11:28 GMT-0500 (CDT),9/29/2018,casual,CC-BY-NC-SA,36.08205463,-94.15531576,10,Danaus plexippus,Monarch
17029911,2018-09-28 10:13:52 AM CDT,9/28/2018,research,CC-BY-NC,36.10521317,-94.18913271,352,Danaus plexippus,Monarch
17040198,Fri Sep 28 2018 14:38:28 GMT-0500 (CDT),9/28/2018,research,CC-BY-NC,36.136525,-94.1199945,5,Danaus plexippus,Monarch
17117541,2018/10/01 12:07 PM CDT,10/1/2018,research,CC-BY-NC,34.81452515,-92.40459519,252,Danaus plexippus,Monarch
17126535,9/29/2018,9/29/2018,casual,CC-BY-NC,36.22785,-93.117015,,Danaus plexippus,Monarch
17126576,9/30/2018,9/30/2018,casual,CC-BY-NC,36.22785,-93.117015,,Danaus plexippus,Monarch
17126847,9/29/2018,9/29/2018,casual,CC-BY-NC,36.184072,-94.140661,217,Danaus plexippus,Monarch
17131799,10/2/2018,10/2/2018,research,CC-BY-NC,34.768773,-92.430638,194,Danaus plexippus,Monarch
17187527,Thu Oct 04 2018 09:55:33 GMT-0500 (CDT),10/4/2018,research,,36.36497278,-94.2940407,10,Danaus plexippus,Monarch
17187614,Thu Oct 04 2018 09:59:14 GMT-0500 (CDT),10/4/2018,research,,36.36494667,-94.29441167,65,Danaus plexippus,Monarch
17253588,Sat Oct 06 2018 13:44:08 GMT-0500 (CDT),10/6/2018,research,CC-BY-NC,36.204078,-94.22761822,10,Danaus plexippus,Monarch
17253662,Sat Oct 06 2018 13:48:55 GMT-0500 (CDT),10/6/2018,research,CC-BY-NC,36.20416408,-94.22767513,5,Danaus plexippus,Monarch
17253722,Sat Oct 06 2018 13:49:58 GMT-0500 (CDT),10/6/2018,needs_id,CC-BY-NC,36.20408337,-94.22762509,10,Danaus plexippus,Monarch
17253749,Sat Oct 06 2018 13:49:22 GMT-0500 (CDT),10/6/2018,research,,35.94936667,-94.11167783,30,Danaus plexippus,Monarch
17299548,Fri Oct 05 2018 12:13:24 GMT-0500 (CDT),10/5/2018,needs_id,,34.41967,-93.0605555,5,Danaus plexippus,Monarch
17316343,2018-10-08 9:21:54 AM CDT,10/8/2018,casual,CC-BY-NC,35.1754346,-91.7640744,2900,Danaus plexippus,Monarch
17329240,2018-10-08 3:33:59 PM CDT,10/8/2018,casual,CC-BY-NC,35.17154622,-91.60467882,11,Danaus plexippus,Monarch
17370491,2018-08-24 9:17:32 AM CDT,8/24/2018,research,,35.22854903,-93.22397903,263,Danaus plexippus,Monarch
17426010,2018-10-10 12:47:00 AM CDT,10/10/2018,casual,CC-BY-NC,34.56665909,-92.1811945,6,Danaus plexippus,Monarch
17426166,2018-10-09 8:39:54 AM CDT,10/9/2018,research,CC-BY-NC,36.02721311,-94.20681953,704,Danaus plexippus,Monarch
17508767,Sun Oct 14 2018 15:33:46 GMT-0500 (CDT),10/14/2018,research,,35.79613174,-93.62808213,12179,Danaus plexippus,Monarch
17531439,10/9/2018,10/9/2018,casual,CC-BY-NC,36.396051,-94.444794,213,Danaus plexippus,Monarch
17531540,10/14/2018,10/14/2018,research,CC-BY-NC,34.62972,-92.501964,196,Danaus plexippus,Monarch
17531612,10/11/2018,10/11/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
17531623,10/12/2018,10/12/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
17531627,10/14/2018,10/14/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
17531675,10/14/2018,10/14/2018,casual,CC-BY-NC,36.239415,-93.133345,199,Danaus plexippus,Monarch
17531741,10/14/2018 10:10,10/14/2018,casual,CC-BY-NC,35.0297449,-92.2303877,165,Danaus plexippus,Monarch
17534961,10/14/2018,10/14/2018,casual,CC-BY-NC,,,,Danaus plexippus,Monarch
17535081,Sun Oct 14 2018 12:54:39 GMT-0500 (CDT),10/14/2018,research,CC-BY-NC,36.07798333,-94.11620283,65,Danaus plexippus,Monarch
17535107,Sun Oct 14 2018 13:18:58 GMT-0500 (CDT),10/14/2018,research,CC-BY-NC,36.07804167,-94.11634717,10,Danaus plexippus,Monarch
17564174,10/14/2018,10/14/2018,casual,CC-BY-NC,35.383448,-92.215656,,Danaus plexippus,Monarch
17573788,9/6/2018,9/6/2018,research,CC-BY-NC,36.250688,-92.243731,,Danaus plexippus,Monarch
17575161,9/14/2018,9/14/2018,research,CC-BY-NC,36.481464,-94.273264,12578,Danaus plexippus,Monarch
17575679,2018-10-0215:00,,casual,CC-BY-NC,36.481464,-94.273264,12578,Danaus plexippus,Monarch
17575782,10/4/2018,10/4/2018,needs_id,CC-BY-NC,36.481464,-94.273264,12578,Danaus plexippus,Monarch
17593558,Wed Oct 17 2018 10:11:15 GMT-0500 (CDT),10/17/2018,research,,,,22,Danaus plexippus,Monarch
17595759,2018/10/17 10:11 AM CDT,10/17/2018,research,CC-BY-NC,34.85155833,-92.41445278,,Danaus plexippus,Monarch
17597266,Wed Oct 17 2018 12:12:48 GMT-0500 (CDT),10/17/2018,research,CC-BY-NC-SA,36.07355161,-94.16397301,10,Danaus plexippus,Monarch
17605471,"2018-10-17, today at 10:00 am",,casual,CC-BY-NC,36.481464,-94.273264,12578,Danaus plexippus,Monarch
17619734,10/17/2018,10/17/2018,casual,CC-BY-NC,35.521601,-91.999683,13,Danaus plexippus,Monarch
17620416,10/16/2018,10/16/2018,casual,CC-BY-NC,36.254381,-93.104917,,Danaus plexippus,Monarch
17620452,10/14/2018,10/14/2018,research,CC-BY-NC,36.082156,-94.171854,15319,Danaus plexippus,Monarch
17620491,9/19/2018,9/19/2018,research,CC-BY-NC,34.855572,-92.417925,15319,Danaus plexippus,Monarch
17620514,10/6/2018 9:35,10/6/2018,casual,CC-BY-NC,34.86763243,-92.40317974,244,Danaus plexippus,Monarch
17620544,10/14/2018,10/14/2018,casual,CC-BY-NC,34.849832,-92.405095,,Danaus plexippus,Monarch
17620556,10/17/2018,10/17/2018,casual,CC-BY-NC,36.229794,-93.107677,6559,Danaus plexippus,Monarch
17620570,10/17/2018,10/17/2018,casual,CC-BY-NC,36.266325,-93.028405,4349,Danaus plexippus,Monarch
17626047,10/14/2018,10/14/2018,casual,CC-BY-NC,34.768773,-92.430638,194,Danaus plexippus,Monarch
17651339,Fri Oct 19 2018 10:07:31 GMT-0500 (CDT),10/19/2018,casual,,34.74483413,-92.40871263,20,Danaus plexippus,Monarch
17701150,10/20/2018 13:34,10/20/2018,research,CC-BY-NC,35.508817,-93.322265,6,Danaus plexippus,Monarch
17701151,10/20/2018 15:42,10/20/2018,research,CC-BY-NC,35.509904,-93.32362,26,Danaus plexippus,Monarch
17701152,10/20/2018 15:42,10/20/2018,research,CC-BY-NC,35.509908,-93.323606,26,Danaus plexippus,Monarch
17701154,10/20/2018 15:24,10/20/2018,research,CC-BY-NC,35.508561,-93.320882,53,Danaus plexippus,Monarch
17701157,10/20/2018 15:23,10/20/2018,research,CC-BY-NC,35.50809,-93.320912,53,Danaus plexippus,Monarch
17701160,10/20/2018 15:22,10/20/2018,research,CC-BY-NC,35.508002,-93.321037,18,Danaus plexippus,Monarch
17701162,10/20/2018 13:36,10/20/2018,research,CC-BY-NC,35.508669,-93.322267,13,Danaus plexippus,Monarch
17701164,10/20/2018 13:34,10/20/2018,research,CC-BY-NC,35.508841,-93.322373,13,Danaus plexippus,Monarch
17701168,10/20/2018 13:30,10/20/2018,research,CC-BY-NC,35.508834,-93.322693,13,Danaus plexippus,Monarch
17701169,10/20/2018 13:29,10/20/2018,research,CC-BY-NC,35.508738,-93.32281,13,Danaus plexippus,Monarch
17701173,10/14/2018 13:39,10/14/2018,research,CC-BY-NC,35.512099,-93.31652,53,Danaus plexippus,Monarch
17701932,Wed Oct 17 2018 12:32:21 GMT-0500 (CDT),10/17/2018,research,,35.94509167,-94.1138305,5,Danaus plexippus,Monarch
17724750,10/20/2018 13:42,10/20/2018,research,CC-BY-NC,35.508725,-93.321251,26,Danaus plexippus,Monarch
17747072,2018-10-22  12:10 CST,10/22/2018,casual,CC-BY-NC,34.595927,-92.489047,7912,Danaus plexippus,Monarch
17753161,10/22/2018,10/22/2018,casual,CC-BY-NC,36.395351,-94.275144,26,Danaus plexippus,Monarch
17754707,Mon Oct 22 2018 16:47:05 GMT-0500 (CDT),10/22/2018,research,CC-BY-NC,35.0417174,-92.35834849,6,Danaus plexippus,Monarch
17758537,2018/10/22 1:10 PM CDT,10/22/2018,research,CC-BY-NC,34.72882547,-92.35826227,28,Danaus plexippus,Monarch
17767897,10/22/2018,10/22/2018,casual,CC-BY-NC,34.671539,-92.382538,54,Danaus plexippus,Monarch
17770408,Tue Oct 16 2018 13:55:34 GMT-0500 (CDT),10/16/2018,research,CC-BY-NC,36.18686667,-94.13163883,50,Danaus plexippus,Monarch
17770433,Tue Oct 16 2018 13:55:46 GMT-0500 (CDT),10/16/2018,research,CC-BY-NC,36.18700333,-94.13194167,65,Danaus plexippus,Monarch
17770450,Mon Oct 15 2018 14:54:37 GMT-0500 (CDT),10/15/2018,research,CC-BY-NC,36.13716383,-94.11991117,10,Danaus plexippus,Monarch
17857606,10/19/2018,10/19/2018,casual,CC-BY-NC,34.235653,-92.118302,312,Danaus plexippus,Monarch
17857629,10/21/2018,10/21/2018,casual,CC-BY-NC,35.384247,-92.215707,3825,Danaus plexippus,Monarch
17857679,10/14/2018,10/14/2018,casual,CC-BY-NC,35.924248,-94.188539,5771,Danaus plexippus,Monarch
17857698,10/22/2018,10/22/2018,casual,CC-BY-NC,35.367302,-92.409601,2691,Danaus plexippus,Monarch
17857796,10/22/2018,10/22/2018,casual,CC-BY-NC,34.62972,-92.501964,196,Danaus plexippus,Monarch
17857833,10/20/2018,10/20/2018,research,CC-BY-NC,33.803587,-93.812303,196,Danaus plexippus,Monarch
17857934,10/21/2018,10/21/2018,research,CC-BY-NC,36.082156,-94.171854,15319,Danaus plexippus,Monarch
17857982,10/19/2018,10/19/2018,casual,CC-BY-NC,34.768773,-92.430638,194,Danaus plexippus,Monarch
17906746,2018-10-28 11:50:28 AM CDT,10/28/2018,casual,CC-BY-NC,34.8707208,-92.1305388,22,Danaus plexippus,Monarch
17915171,2018/10/28 2:19 PM CDT,10/28/2018,research,CC-BY-NC,34.56949326,-92.34425304,22,Danaus plexippus,Monarch
17925522,2018/10/28 2:34 PM CDT,10/28/2018,research,CC-BY-NC,34.56531653,-92.34442511,4,Danaus plexippus,Monarch
17925524,2018/10/28 2:35 PM CDT,10/28/2018,research,CC-BY-NC,34.56527015,-92.34426418,13,Danaus plexippus,Monarch
17935756,Mon Oct 29 2018 10:53:35 GMT-0500 (CDT),10/29/2018,research,,34.793705,-92.44911167,10,Danaus plexippus,Monarch
17940131,10/28/2018,10/28/2018,casual,CC-BY-NC,33.803587,-93.812303,,Danaus plexippus,Monarch
17940203,10/28/2018,10/28/2018,casual,CC-BY-NC,34.778466,-92.379723,199,Danaus plexippus,Monarch
17951006,2018/10/29 12:45 PM CDT,10/29/2018,research,CC-BY-NC,34.73001404,-92.35620416,24,Danaus plexippus,Monarch
17959457,10/29/2018,10/29/2018,research,CC-BY-NC,34.5993,-92.999,,Danaus plexippus,Monarch
17985960,2018/10/30 5:47 PM CDT,10/30/2018,research,CC-BY-NC,33.31425613,-93.34665982,36,Danaus plexippus,Monarch
17994952,2018-10-30 1:29:00 PM CDT,10/30/2018,casual,CC-BY-NC,35.0231136,-92.50934668,6,Danaus plexippus,Monarch
18010331,Wed Oct 17 2018 16:19:55 GMT-0500 (CDT),10/17/2018,research,CC-BY-NC,36.136475,-94.11991117,10,Danaus plexippus,Monarch
18059518,2018-10-28 12:00:00 PM CDT,10/28/2018,casual,CC-BY-NC,35.50931525,-91.99142721,44,Danaus plexippus,Monarch
18063240,Sat Nov 03 2018 12:43:44 GMT-0500 (CDT),11/3/2018,research,CC-BY-NC-SA,34.57495869,-92.56392997,10,Danaus plexippus,Monarch
18064493,2018-11-03 1:19:32 PM CDT,11/3/2018,research,CC-BY-NC,34.46245546,-92.96498151,9,Danaus plexippus,Monarch
18064742,Sat Nov 03 2018 12:36:43 GMT-0500 (CDT),11/3/2018,research,,34.79359167,-92.449295,10,Danaus plexippus,Monarch
18066244,2018-11-03 2:00:00 PM CDT,11/3/2018,research,CC-BY-NC,34.2999803,-92.4147284,11,Danaus plexippus,Monarch
18066754,Sat Nov 03 2018 14:27:56 GMT-0500 (CDT),11/3/2018,research,CC-BY-NC,35.03782155,-92.36341088,6,Danaus plexippus,Monarch
18070120,Sat Nov 03 2018 16:04:26 GMT-0500 (CDT),11/3/2018,research,CC-BY-NC,35.0415648,-92.35838089,22,Danaus plexippus,Monarch
18096600,Sun Nov 04 2018 12:31:19 GMT-0600 (CST),11/4/2018,research,CC-BY-NC-SA,34.57481277,-92.56397804,38,Danaus plexippus,Monarch
18127642,11/2/2018,11/2/2018,research,CC-BY-NC,34.599,-92.999,,Danaus plexippus,Monarch
18136982,10/30/2018,10/30/2018,research,CC-BY-NC,34.533,-92.999,,Danaus plexippus,Monarch
18521987,2018/08/10 5:16 PM CDT,8/10/2018,research,CC-BY-NC,34.75168333,-92.28161667,65,Danaus plexippus,Monarch
18522174,10/18/2018,10/18/2018,casual,CC-BY-NC,35.335525,-94.03838,197,Danaus plexippus,Monarch
18522228,10/18/2018 13:40,10/18/2018,casual,CC-BY-NC,35.3591111,-93.9975556,197,Danaus plexippus,Monarch
18675351,10/9/2018,10/9/2018,research,CC-BY-NC,36.395495,-94.444279,,Danaus plexippus,Monarch
18675382,10/9/2018,10/9/2018,research,CC-BY-NC,36.3927,-91.790033,,Danaus plexippus,Monarch
18800173,10/19/2018,10/19/2018,research,CC-BY-NC,33.324462,-92.656869,6,Danaus plexippus,Monarch
18814572,2018-11-24 1pm,11/24/2018,casual,CC-BY-NC,33.420908,-92.316253,55246,Danaus plexippus,Monarch
