"dataset_id","row_id","series_id","last_mod_","lon_s","lat_s","lon_e","lat_e","date_s","date_e","datetime_s","datetime_e","length_km","speed_kph","eff_status","ds_type"
706,"706_23794040","ARTE_373","2011-02-24 13:46:25",-16.24,10.48,-15.54,7.77,"2007-09-13","2007-09-14","2007-09-13 13:01:00","2007-09-14 00:58:00",309.44,25.89,,"lntag"
706,"706_23794041","ARTE_373","2011-02-24 13:46:25",-15.54,7.77,-16.33,14.43,"2007-09-14","2007-09-14","2007-09-14 00:58:00","2007-09-14 13:01:00",741.73,61.55,,"lntag"
706,"706_23794042","ARTE_373","2011-02-24 13:46:25",-16.33,14.43,-15.87,23.01,"2007-09-14","2007-09-15","2007-09-14 13:01:00","2007-09-15 00:59:00",950.95,79.46,,"lntag"
706,"706_23794043","ARTE_373","2011-02-24 13:46:25",-15.87,23.01,-14.21,24.67,"2007-09-15","2007-09-16","2007-09-15 00:59:00","2007-09-16 00:52:00",249.79,10.45,,"lntag"
706,"706_23794044","ARTE_373","2011-02-24 13:46:25",-14.21,24.67,10.64,-11.3,"2007-09-16","2007-10-05","2007-09-16 00:52:00","2007-10-05 11:06:00",4808.51,10.31,,"lntag"
706,"706_23794045","ARTE_373","2011-02-24 13:46:25",10.64,-11.3,9.35,-5.91,"2007-10-05","2007-10-05","2007-10-05 11:06:00","2007-10-05 23:11:00",612.79,50.71,,"lntag"
706,"706_23794046","ARTE_373","2011-02-24 13:46:25",9.35,-5.91,9.31,-0.35,"2007-10-05","2007-10-06","2007-10-05 23:11:00","2007-10-06 11:11:00",614.83,51.23,,"lntag"
706,"706_23794047","ARTE_373","2011-02-24 13:46:25",9.31,-0.35,10.52,-7.9,"2007-10-06","2007-10-06","2007-10-06 11:11:00","2007-10-06 23:06:00",845.61,70.96,,"lntag"
706,"706_23794048","ARTE_373","2011-02-24 13:46:25",10.52,-7.9,11.49,-7.64,"2007-10-06","2007-10-07","2007-10-06 23:06:00","2007-10-07 11:02:00",110.79,9.28,,"lntag"
706,"706_23794049","ARTE_373","2011-02-24 13:46:25",11.49,-7.64,12.7,-9.59,"2007-10-07","2007-10-07","2007-10-07 11:02:00","2007-10-07 22:57:00",253.47,21.27,,"lntag"
706,"706_23794050","ARTE_373","2011-02-24 13:46:25",12.7,-9.59,11.67,-17.08,"2007-10-07","2007-10-08","2007-10-07 22:57:00","2007-10-08 11:01:00",836.12,69.29,,"lntag"
706,"706_23794051","ARTE_373","2011-02-24 13:46:25",11.67,-17.08,13.51,-26.83,"2007-10-08","2007-10-08","2007-10-08 11:01:00","2007-10-08 22:53:00",1096.17,92.37,,"lntag"
706,"706_23794052","ARTE_373","2011-02-24 13:46:25",13.51,-26.83,13.85,-29.56,"2007-10-08","2007-10-09","2007-10-08 22:53:00","2007-10-09 10:52:00",304.38,25.40,,"lntag"
706,"706_23794053","ARTE_373","2011-02-24 13:46:25",13.85,-29.56,13.06,-25.07,"2007-10-09","2007-10-09","2007-10-09 10:52:00","2007-10-09 22:55:00",503.63,41.79,,"lntag"
706,"706_23794054","ARTE_373","2011-02-24 13:46:25",13.06,-25.07,12.53,-24.57,"2007-10-09","2007-10-10","2007-10-09 22:55:00","2007-10-10 10:57:00",77.06,6.40,,"lntag"
706,"706_23794055","ARTE_373","2011-02-24 13:46:25",12.53,-24.57,12.25,-25.41,"2007-10-10","2007-10-10","2007-10-10 10:57:00","2007-10-10 22:58:00",97.24,8.09,,"lntag"
706,"706_23794056","ARTE_373","2011-02-24 13:46:25",12.25,-25.41,13.46,-20.85,"2007-10-10","2007-10-11","2007-10-10 22:58:00","2007-10-11 10:53:00",519.97,43.63,,"lntag"
706,"706_23794057","ARTE_373","2011-02-24 13:46:25",13.46,-20.85,13.18,-15.99,"2007-10-11","2007-10-11","2007-10-11 10:53:00","2007-10-11 22:54:00",538.74,44.83,,"lntag"
706,"706_23794058","ARTE_373","2011-02-24 13:46:25",13.18,-15.99,12.9,-14.1,"2007-10-11","2007-10-12","2007-10-11 22:54:00","2007-10-12 10:55:00",211.28,17.58,,"lntag"
706,"706_23794059","ARTE_373","2011-02-24 13:46:25",12.9,-14.1,12.37,-13.79,"2007-10-12","2007-10-12","2007-10-12 10:55:00","2007-10-12 22:57:00",66.75,5.54,,"lntag"
706,"706_23794060","ARTE_373","2011-02-24 13:46:25",12.37,-13.79,12.59,-10.37,"2007-10-12","2007-10-13","2007-10-12 22:57:00","2007-10-13 10:56:00",379.08,31.63,,"lntag"
706,"706_23794061","ARTE_373","2011-02-24 13:46:25",12.59,-10.37,12.31,-10.14,"2007-10-13","2007-10-13","2007-10-13 10:56:00","2007-10-13 22:57:00",39.85,3.31,,"lntag"
706,"706_23794062","ARTE_373","2011-02-24 13:46:25",12.31,-10.14,11.78,-9.92,"2007-10-13","2007-10-14","2007-10-13 22:57:00","2007-10-14 10:59:00",62.99,5.23,,"lntag"
706,"706_23794063","ARTE_373","2011-02-24 13:46:25",11.78,-9.92,12.5,-14.09,"2007-10-14","2007-10-14","2007-10-14 10:59:00","2007-10-14 22:56:00",467.91,39.15,,"lntag"
706,"706_23794064","ARTE_373","2011-02-24 13:46:25",12.5,-14.09,12.72,-13.81,"2007-10-14","2007-10-15","2007-10-14 22:56:00","2007-10-15 10:55:00",39.04,3.25,,"lntag"
706,"706_23794065","ARTE_373","2011-02-24 13:46:25",12.72,-13.81,13.19,-14.89,"2007-10-15","2007-10-15","2007-10-15 10:55:00","2007-10-15 22:53:00",129.80,10.84,,"lntag"
706,"706_23794066","ARTE_373","2011-02-24 13:46:25",13.19,-14.89,13.17,-15.92,"2007-10-15","2007-10-16","2007-10-15 22:53:00","2007-10-16 10:53:00",113.99,9.49,,"lntag"
706,"706_23794067","ARTE_373","2011-02-24 13:46:25",13.17,-15.92,12.89,-15.63,"2007-10-16","2007-10-16","2007-10-16 10:53:00","2007-10-16 22:54:00",43.93,3.65,,"lntag"
706,"706_23794068","ARTE_373","2011-02-24 13:46:25",12.89,-15.63,12.36,-15.35,"2007-10-16","2007-10-17","2007-10-16 22:54:00","2007-10-17 10:56:00",64.76,5.38,,"lntag"
706,"706_23794069","ARTE_373","2011-02-24 13:46:25",12.36,-15.35,13.84,-19.82,"2007-10-17","2007-10-17","2007-10-17 10:56:00","2007-10-17 22:50:00",519.05,43.61,,"lntag"
706,"706_23794070","ARTE_373","2011-02-24 13:46:25",13.84,-19.82,13.81,-22.75,"2007-10-17","2007-10-18","2007-10-17 22:50:00","2007-10-18 10:50:00",324.42,27.03,,"lntag"
706,"706_23794071","ARTE_373","2011-02-24 13:46:25",13.81,-22.75,13.79,-22.41,"2007-10-18","2007-10-18","2007-10-18 10:50:00","2007-10-18 22:50:00",37.70,3.14,,"lntag"
706,"706_23794072","ARTE_373","2011-02-24 13:46:25",13.79,-22.41,14.26,-21.04,"2007-10-18","2007-10-19","2007-10-18 22:50:00","2007-10-19 10:48:00",159.29,13.31,,"lntag"
706,"706_23794073","ARTE_373","2011-02-24 13:46:25",14.26,-21.04,14.24,-19.68,"2007-10-19","2007-10-19","2007-10-19 10:48:00","2007-10-19 22:48:00",150.57,12.54,,"lntag"
706,"706_23794074","ARTE_373","2011-02-24 13:46:25",14.24,-19.68,13.97,-19.39,"2007-10-19","2007-10-20","2007-10-19 22:48:00","2007-10-20 10:49:00",42.81,3.56,,"lntag"
706,"706_23794075","ARTE_373","2011-02-24 13:46:25",13.97,-19.39,13.95,-20.13,"2007-10-20","2007-10-20","2007-10-20 10:49:00","2007-10-20 22:49:00",81.94,6.82,,"lntag"
706,"706_23794076","ARTE_373","2011-02-24 13:46:25",13.95,-20.13,13.68,-19.84,"2007-10-20","2007-10-21","2007-10-20 22:49:00","2007-10-21 10:50:00",42.76,3.55,,"lntag"
706,"706_23794077","ARTE_373","2011-02-24 13:46:25",13.68,-19.84,13.66,-20.55,"2007-10-21","2007-10-21","2007-10-21 10:50:00","2007-10-21 22:50:00",78.62,6.55,,"lntag"
706,"706_23794078","ARTE_373","2011-02-24 13:46:25",13.66,-20.55,13.14,-21.23,"2007-10-21","2007-10-22","2007-10-21 22:50:00","2007-10-22 10:52:00",92.71,7.70,,"lntag"
706,"706_23794079","ARTE_373","2011-02-24 13:46:25",13.14,-21.23,13.87,-23.7,"2007-10-22","2007-10-22","2007-10-22 10:52:00","2007-10-22 22:49:00",283.64,23.73,,"lntag"
706,"706_23794080","ARTE_373","2011-02-24 13:46:25",13.87,-23.7,13.85,-24.28,"2007-10-22","2007-10-23","2007-10-22 22:49:00","2007-10-23 10:49:00",64.27,5.35,,"lntag"
706,"706_23794081","ARTE_373","2011-02-24 13:46:25",13.85,-24.28,14.33,-24.84,"2007-10-23","2007-10-23","2007-10-23 10:49:00","2007-10-23 22:47:00",78.81,6.58,,"lntag"
706,"706_23794082","ARTE_373","2011-02-24 13:46:25",14.33,-24.84,14.07,-25.37,"2007-10-23","2007-10-24","2007-10-23 22:47:00","2007-10-24 10:48:00",64.30,5.35,,"lntag"
706,"706_23794083","ARTE_373","2011-02-24 13:46:25",14.07,-25.37,12.8,-23.4,"2007-10-24","2007-10-24","2007-10-24 10:48:00","2007-10-24 22:53:00",253.39,20.97,,"lntag"
706,"706_23794084","ARTE_373","2011-02-24 13:46:25",12.8,-23.4,10.04,-25.58,"2007-10-24","2007-10-25","2007-10-24 22:53:00","2007-10-25 11:04:00",369.53,30.33,,"lntag"
706,"706_23794085","ARTE_373","2011-02-24 13:46:25",10.04,-25.58,10.52,-30.51,"2007-10-25","2007-10-25","2007-10-25 11:04:00","2007-10-25 23:02:00",548.37,45.82,,"lntag"
706,"706_23794086","ARTE_373","2011-02-24 13:46:25",10.52,-30.51,9.01,-32.88,"2007-10-25","2007-10-26","2007-10-25 23:02:00","2007-10-26 11:08:00",299.24,24.73,,"lntag"
706,"706_23794087","ARTE_373","2011-02-24 13:46:25",9.01,-32.88,8.24,-33.2,"2007-10-26","2007-10-26","2007-10-26 11:08:00","2007-10-26 23:11:00",80.20,6.65,,"lntag"
706,"706_23794088","ARTE_373","2011-02-24 13:46:25",8.24,-33.2,6.48,-34.12,"2007-10-26","2007-10-27","2007-10-26 23:11:00","2007-10-27 11:18:00",192.50,15.88,,"lntag"
706,"706_23794089","ARTE_373","2011-02-24 13:46:25",6.48,-34.12,3.97,-32.57,"2007-10-27","2007-10-27","2007-10-27 11:18:00","2007-10-27 23:28:00",290.06,23.84,,"lntag"
706,"706_23794090","ARTE_373","2011-02-24 13:46:25",3.97,-32.57,0.21,-33.49,"2007-10-27","2007-10-28","2007-10-27 23:28:00","2007-10-28 11:43:00",365.75,29.85,,"lntag"
706,"706_23794091","ARTE_373","2011-02-24 13:46:25",0.21,-33.49,-1.05,-36.62,"2007-10-28","2007-10-28","2007-10-28 11:43:00","2007-10-28 23:48:00",365.76,30.27,,"lntag"
706,"706_23794092","ARTE_373","2011-02-24 13:46:25",-1.05,-36.62,-2.31,-36.31,"2007-10-28","2007-10-29","2007-10-28 23:48:00","2007-10-29 11:53:00",118.05,9.77,,"lntag"
706,"706_23794093","ARTE_373","2011-02-24 13:46:25",-2.31,-36.31,-3.82,-35.47,"2007-10-29","2007-10-29","2007-10-29 11:53:00","2007-10-29 23:59:00",165.14,13.64,,"lntag"
706,"706_23794094","ARTE_373","2011-02-24 13:46:25",-3.82,-35.47,-5.08,-35.18,"2007-10-29","2007-10-30","2007-10-29 23:59:00","2007-10-30 12:04:00",118.99,9.84,,"lntag"
706,"706_23794095","ARTE_373","2011-02-24 13:46:25",-5.08,-35.18,-5.08,-36.49,"2007-10-30","2007-10-31","2007-10-30 12:04:00","2007-10-31 00:04:00",145.35,12.11,,"lntag"
706,"706_23794096","ARTE_373","2011-02-24 13:46:25",-5.08,-36.49,-6.59,-37.22,"2007-10-31","2007-10-31","2007-10-31 00:04:00","2007-10-31 12:10:00",157.14,12.98,,"lntag"
706,"706_23794097","ARTE_373","2011-02-24 13:46:25",-6.59,-37.22,-10.09,-34.86,"2007-10-31","2007-11-01","2007-10-31 12:10:00","2007-11-01 00:24:00",409.89,33.50,,"lntag"
706,"706_23794098","ARTE_373","2011-02-24 13:46:25",-10.09,-34.86,-13.6,-34.59,"2007-11-01","2007-11-01","2007-11-01 00:24:00","2007-11-01 12:38:00",322.86,26.39,,"lntag"
706,"706_23794099","ARTE_373","2011-02-24 13:46:25",-13.6,-34.59,-17.1,-34.31,"2007-11-01","2007-11-02","2007-11-01 12:38:00","2007-11-02 00:52:00",323.11,26.41,,"lntag"
706,"706_23794100","ARTE_373","2011-02-24 13:46:25",-17.1,-34.31,-20.6,-34.04,"2007-11-02","2007-11-02","2007-11-02 00:52:00","2007-11-02 13:06:00",324.05,26.48,,"lntag"
706,"706_23794101","ARTE_373","2011-02-24 13:46:25",-20.6,-34.04,-19.35,-39.13,"2007-11-02","2007-11-03","2007-11-02 13:06:00","2007-11-03 01:01:00",575.78,48.31,,"lntag"
706,"706_23794102","ARTE_373","2011-02-24 13:46:25",-19.35,-39.13,-15.85,-37.04,"2007-11-03","2007-11-03","2007-11-03 01:01:00","2007-11-03 12:47:00",384.78,32.70,,"lntag"
706,"706_23794103","ARTE_373","2011-02-24 13:46:25",-15.85,-37.04,-15.1,-33.8,"2007-11-03","2007-11-04","2007-11-03 12:47:00","2007-11-04 00:44:00",365.86,30.61,,"lntag"
706,"706_23794104","ARTE_373","2011-02-24 13:46:25",-15.1,-33.8,-16.35,-35.07,"2007-11-04","2007-11-04","2007-11-04 00:44:00","2007-11-04 12:49:00",181.78,15.04,,"lntag"
706,"706_23794105","ARTE_373","2011-02-24 13:46:25",-16.35,-35.07,-19.6,-32.26,"2007-11-04","2007-11-05","2007-11-04 12:49:00","2007-11-05 01:02:00",433.52,35.48,,"lntag"
706,"706_23794106","ARTE_373","2011-02-24 13:46:25",-19.6,-32.26,-21.35,-30.94,"2007-11-05","2007-11-05","2007-11-05 01:02:00","2007-11-05 13:09:00",221.35,18.26,,"lntag"
706,"706_23794107","ARTE_373","2011-02-24 13:46:25",-21.35,-30.94,-16.1,-38.91,"2007-11-05","2007-11-06","2007-11-05 13:09:00","2007-11-06 00:48:00",1005.45,86.30,,"lntag"
706,"706_23794108","ARTE_373","2011-02-24 13:46:25",-16.1,-38.91,-11.84,-39.09,"2007-11-06","2007-11-06","2007-11-06 00:48:00","2007-11-06 12:31:00",369.53,31.53,,"lntag"
706,"706_23794109","ARTE_373","2011-02-24 13:46:25",-11.84,-39.09,-9.59,-36.69,"2007-11-06","2007-11-07","2007-11-06 12:31:00","2007-11-07 00:22:00",331.83,28.00,,"lntag"
706,"706_23794110","ARTE_373","2011-02-24 13:46:25",-9.59,-36.69,-7.08,-36.46,"2007-11-07","2007-11-07","2007-11-07 00:22:00","2007-11-07 12:12:00",226.09,19.10,,"lntag"
706,"706_23794111","ARTE_373","2011-02-24 13:46:25",-7.08,-36.46,-4.57,-36.23,"2007-11-07","2007-11-08","2007-11-07 12:12:00","2007-11-08 00:02:00",226.75,19.16,,"lntag"
706,"706_23794112","ARTE_373","2011-02-24 13:46:25",-4.57,-36.23,-3.31,-36.88,"2007-11-08","2007-11-08","2007-11-08 00:02:00","2007-11-08 11:57:00",133.89,11.23,,"lntag"
706,"706_23794113","ARTE_373","2011-02-24 13:46:25",-3.31,-36.88,-2.56,-36.22,"2007-11-08","2007-11-08","2007-11-08 11:57:00","2007-11-08 23:54:00",99.36,8.31,,"lntag"
706,"706_23794114","ARTE_373","2011-02-24 13:46:25",-2.56,-36.22,-2.55,-36.44,"2007-11-08","2007-11-09","2007-11-08 23:54:00","2007-11-09 11:54:00",24.42,2.03,,"lntag"
706,"706_23794115","ARTE_373","2011-02-24 13:46:25",-2.55,-36.44,-2.04,-36.65,"2007-11-09","2007-11-09","2007-11-09 11:54:00","2007-11-09 23:52:00",51.26,4.28,,"lntag"
706,"706_23794116","ARTE_373","2011-02-24 13:46:25",-2.04,-36.65,-0.52,-36.01,"2007-11-09","2007-11-10","2007-11-09 23:52:00","2007-11-10 11:46:00",153.84,12.92,,"lntag"
706,"706_23794117","ARTE_373","2011-02-24 13:46:25",-0.52,-36.01,1.24,-35.8,"2007-11-10","2007-11-10","2007-11-10 11:46:00","2007-11-10 23:39:00",160.57,13.51,,"lntag"
706,"706_23794118","ARTE_373","2011-02-24 13:46:25",1.24,-35.8,1.25,-36.86,"2007-11-10","2007-11-11","2007-11-10 23:39:00","2007-11-11 11:39:00",117.62,9.80,,"lntag"
706,"706_23794119","ARTE_373","2011-02-24 13:46:25",1.25,-36.86,2.76,-38.25,"2007-11-11","2007-11-11","2007-11-11 11:39:00","2007-11-11 23:33:00",203.95,17.13,,"lntag"
706,"706_23794120","ARTE_373","2011-02-24 13:46:25",2.76,-38.25,5.28,-37.26,"2007-11-11","2007-11-12","2007-11-11 23:33:00","2007-11-12 11:23:00",247.75,20.93,,"lntag"
706,"706_23794121","ARTE_373","2011-02-24 13:46:25",5.28,-37.26,8.79,-38.24,"2007-11-12","2007-11-12","2007-11-12 11:23:00","2007-11-12 23:09:00",327.87,27.86,,"lntag"
706,"706_23794122","ARTE_373","2011-02-24 13:46:25",8.79,-38.24,11.31,-38.43,"2007-11-12","2007-11-13","2007-11-12 23:09:00","2007-11-13 10:59:00",221.32,18.70,,"lntag"
706,"706_23794123","ARTE_373","2011-02-24 13:46:25",11.31,-38.43,14.33,-38.61,"2007-11-13","2007-11-13","2007-11-13 10:59:00","2007-11-13 22:47:00",264.11,22.38,,"lntag"
706,"706_23794124","ARTE_373","2011-02-24 13:46:25",14.33,-38.61,15.35,-39.87,"2007-11-13","2007-11-14","2007-11-13 22:47:00","2007-11-14 10:43:00",165.29,13.85,,"lntag"
706,"706_23794125","ARTE_373","2011-02-24 13:46:25",15.35,-39.87,15.12,-38.23,"2007-11-14","2007-11-14","2007-11-14 10:43:00","2007-11-14 22:44:00",183.15,15.24,,"lntag"
706,"706_23794126","ARTE_373","2011-02-24 13:46:25",15.12,-38.23,15.14,-38.04,"2007-11-14","2007-11-15","2007-11-14 22:44:00","2007-11-15 10:44:00",21.16,1.76,,"lntag"
706,"706_23794127","ARTE_373","2011-02-24 13:46:25",15.14,-38.04,15.16,-37.85,"2007-11-15","2007-11-15","2007-11-15 10:44:00","2007-11-15 22:44:00",21.16,1.76,,"lntag"
706,"706_23794128","ARTE_373","2011-02-24 13:46:25",15.16,-37.85,14.18,-38.41,"2007-11-15","2007-11-16","2007-11-15 22:44:00","2007-11-16 10:48:00",106.04,8.78,,"lntag"
706,"706_23794129","ARTE_373","2011-02-24 13:46:25",14.18,-38.41,14.95,-39.64,"2007-11-16","2007-11-16","2007-11-16 10:48:00","2007-11-16 22:45:00",151.95,12.71,,"lntag"
706,"706_23794130","ARTE_373","2011-02-24 13:46:25",14.95,-39.64,15.73,-39.46,"2007-11-16","2007-11-17","2007-11-16 22:45:00","2007-11-17 10:42:00",69.95,5.85,,"lntag"
706,"706_23794131","ARTE_373","2011-02-24 13:46:25",15.73,-39.46,17.75,-40.3,"2007-11-17","2007-11-17","2007-11-17 10:42:00","2007-11-17 22:34:00",196.35,16.54,,"lntag"
706,"706_23794132","ARTE_373","2011-02-24 13:46:25",17.75,-40.3,20.52,-39.8,"2007-11-17","2007-11-18","2007-11-17 22:34:00","2007-11-18 10:23:00",242.78,20.54,,"lntag"
706,"706_23794133","ARTE_373","2011-02-24 13:46:25",20.52,-39.8,27.05,-42.78,"2007-11-18","2007-11-18","2007-11-18 10:23:00","2007-11-18 21:57:00",639.03,55.24,,"lntag"
706,"706_23794134","ARTE_373","2011-02-24 13:46:25",27.05,-42.78,31.58,-43.49,"2007-11-18","2007-11-19","2007-11-18 21:57:00","2007-11-19 09:39:00",376.86,32.21,,"lntag"
706,"706_23794135","ARTE_373","2011-02-24 13:46:25",31.58,-43.49,40.1,-46.26,"2007-11-19","2007-11-19","2007-11-19 09:39:00","2007-11-19 21:05:00",739.75,64.70,,"lntag"
706,"706_23794136","ARTE_373","2011-02-24 13:46:25",40.1,-46.26,42.13,-48,"2007-11-19","2007-11-20","2007-11-19 21:05:00","2007-11-20 08:57:00",247.24,20.83,,"lntag"
706,"706_23794137","ARTE_373","2011-02-24 13:46:25",42.13,-48,48.66,-50.57,"2007-11-20","2007-11-20","2007-11-20 08:57:00","2007-11-20 20:31:00",554.13,47.90,,"lntag"
706,"706_23794138","ARTE_373","2011-02-24 13:46:25",48.66,-50.57,57.19,-50.03,"2007-11-20","2007-11-21","2007-11-20 20:31:00","2007-11-21 07:57:00",610.36,53.38,,"lntag"
706,"706_23794139","ARTE_373","2011-02-24 13:46:25",57.19,-50.03,64.72,-49.28,"2007-11-21","2007-11-21","2007-11-21 07:57:00","2007-11-21 19:27:00",549.83,47.81,,"lntag"
706,"706_23794140","ARTE_373","2011-02-24 13:46:25",64.72,-49.28,73.75,-48.73,"2007-11-21","2007-11-22","2007-11-21 19:27:00","2007-11-22 06:51:00",663.09,58.16,,"lntag"
706,"706_23794141","ARTE_373","2011-02-24 13:46:25",73.75,-48.73,78.78,-45.86,"2007-11-22","2007-11-22","2007-11-22 06:51:00","2007-11-22 18:31:00",496.35,42.54,,"lntag"
706,"706_23794142","ARTE_373","2011-02-24 13:46:25",78.78,-45.86,82.56,-46.2,"2007-11-22","2007-11-23","2007-11-22 18:31:00","2007-11-23 06:16:00",295.05,25.11,,"lntag"
706,"706_23794143","ARTE_373","2011-02-24 13:46:25",82.56,-46.2,84.6,-44.83,"2007-11-23","2007-11-23","2007-11-23 06:16:00","2007-11-23 18:08:00",220.42,18.57,,"lntag"
706,"706_23794144","ARTE_373","2011-02-24 13:46:25",84.6,-44.83,86.88,-44.69,"2007-11-23","2007-11-24","2007-11-23 18:08:00","2007-11-24 05:59:00",181.18,15.28,,"lntag"
706,"706_23794145","ARTE_373","2011-02-24 13:46:25",86.88,-44.69,88.67,-44.3,"2007-11-24","2007-11-24","2007-11-24 05:59:00","2007-11-24 17:52:00",148.81,12.52,,"lntag"
706,"706_23794146","ARTE_373","2011-02-24 13:46:25",88.67,-44.3,87.7,-44.92,"2007-11-24","2007-11-25","2007-11-24 17:52:00","2007-11-25 05:56:00",103.32,8.56,,"lntag"
706,"706_23794147","ARTE_373","2011-02-24 13:46:25",87.7,-44.92,100.24,-52.76,"2007-11-25","2007-11-25","2007-11-25 05:56:00","2007-11-25 17:06:00",1264.52,113.24,,"lntag"
706,"706_23794148","ARTE_373","2011-02-24 13:46:25",100.24,-52.76,93.53,-55.72,"2007-11-25","2007-11-26","2007-11-25 17:06:00","2007-11-26 05:33:00",547.27,43.95,,"lntag"
706,"706_23794149","ARTE_373","2011-02-24 13:46:25",93.53,-55.72,107.07,-61.67,"2007-11-26","2007-11-26","2007-11-26 05:33:00","2007-11-26 16:39:00",1023.95,92.24,,"lntag"
706,"706_23794150","ARTE_373","2011-02-24 13:46:25",107.07,-61.67,101.36,-62.33,"2007-11-26","2007-11-27","2007-11-26 16:39:00","2007-11-27 05:02:00",307.99,24.87,,"lntag"
706,"706_23794151","ARTE_373","2011-02-24 13:46:25",101.36,-62.33,103.9,-63.52,"2007-11-27","2007-11-27","2007-11-27 05:02:00","2007-11-27 16:52:00",185.02,15.63,,"lntag"
706,"706_23794152","ARTE_373","2011-02-24 13:46:25",103.9,-63.52,103.94,-63.46,"2007-11-27","2007-11-28","2007-11-27 16:52:00","2007-11-28 04:52:00",6.97,0.58,,"lntag"
706,"706_23794153","ARTE_373","2011-02-24 13:46:25",103.94,-63.46,98.48,-62.55,"2007-11-28","2007-11-28","2007-11-28 04:52:00","2007-11-28 17:14:00",294.52,23.81,,"lntag"
706,"706_23794154","ARTE_373","2011-02-24 13:46:25",98.48,-62.55,96.52,-62.36,"2007-11-28","2007-11-29","2007-11-28 17:14:00","2007-11-29 05:22:00",103.35,8.51,,"lntag"
706,"706_23794155","ARTE_373","2011-02-24 13:46:25",96.52,-62.36,98.07,-62.83,"2007-11-29","2007-11-29","2007-11-29 05:22:00","2007-11-29 17:16:00",95.31,8.00,,"lntag"
706,"706_23794156","ARTE_373","2011-02-24 13:46:25",98.07,-62.83,91.36,-62.9,"2007-11-29","2007-11-30","2007-11-29 17:16:00","2007-11-30 05:43:00",341.51,27.43,,"lntag"
706,"706_23794157","ARTE_373","2011-02-24 13:46:25",91.36,-62.9,95.41,-63.99,"2007-11-30","2007-11-30","2007-11-30 05:43:00","2007-11-30 17:27:00",235.74,20.09,,"lntag"
706,"706_23794158","ARTE_373","2011-02-24 13:46:25",95.41,-63.99,94.7,-63.93,"2007-11-30","2007-12-01","2007-11-30 17:27:00","2007-12-01 05:30:00",35.42,2.94,,"lntag"
706,"706_23794159","ARTE_373","2011-02-24 13:46:25",94.7,-63.93,85.5,-63.03,"2007-12-01","2007-12-01","2007-12-01 05:30:00","2007-12-01 18:07:00",468.92,37.16,,"lntag"
706,"706_23794160","ARTE_373","2011-02-24 13:46:25",85.5,-63.03,83.8,-62.84,"2007-12-01","2007-12-02","2007-12-01 18:07:00","2007-12-02 06:14:00",88.89,7.33,,"lntag"
706,"706_23794161","ARTE_373","2011-02-24 13:46:25",83.8,-62.84,82.6,-62.83,"2007-12-02","2007-12-02","2007-12-02 06:14:00","2007-12-02 18:19:00",61.15,5.06,,"lntag"
706,"706_23794162","ARTE_373","2011-02-24 13:46:25",82.6,-62.83,84.15,-62.72,"2007-12-02","2007-12-03","2007-12-02 18:19:00","2007-12-03 06:13:00",80.08,6.73,,"lntag"
706,"706_23794163","ARTE_373","2011-02-24 13:46:25",84.15,-62.72,86.44,-62.72,"2007-12-03","2007-12-03","2007-12-03 06:13:00","2007-12-03 18:04:00",117.14,9.88,,"lntag"
706,"706_23794164","ARTE_373","2011-02-24 13:46:25",86.44,-62.72,-14.92,-65.65,"2007-12-03","2008-01-22","2007-12-03 18:04:00","2008-01-22 01:11:00",4400.30,3.71,,"lntag"
706,"706_23794165","ARTE_373","2011-02-24 13:46:25",-14.92,-65.65,-19.38,-65.79,"2008-01-22","2008-01-22","2008-01-22 01:11:00","2008-01-22 13:29:00",205.27,16.68,,"lntag"
706,"706_23794166","ARTE_373","2011-02-24 13:46:25",-19.38,-65.79,-17.85,-66.3,"2008-01-22","2008-01-23","2008-01-22 13:29:00","2008-01-23 01:23:00",89.67,7.53,,"lntag"
706,"706_23794167","ARTE_373","2011-02-24 13:46:25",-17.85,-66.3,-8.82,-66.4,"2008-01-23","2008-01-23","2008-01-23 01:23:00","2008-01-23 12:47:00",404.17,35.45,,"lntag"
706,"706_23794168","ARTE_373","2011-02-24 13:46:25",-8.82,-66.4,-9.54,-65.73,"2008-01-23","2008-01-24","2008-01-23 12:47:00","2008-01-24 00:50:00",81.51,6.76,,"lntag"
706,"706_23794169","ARTE_373","2011-02-24 13:46:25",-9.54,-65.73,-14,-65.91,"2008-01-24","2008-01-24","2008-01-24 00:50:00","2008-01-24 13:08:00",204.87,16.65,,"lntag"
706,"706_23794170","ARTE_373","2011-02-24 13:46:25",-14,-65.91,-13.72,-66.45,"2008-01-24","2008-01-25","2008-01-24 13:08:00","2008-01-25 01:07:00",61.52,5.13,,"lntag"
706,"706_23794171","ARTE_373","2011-02-24 13:46:25",-13.72,-66.45,-12.94,-66.58,"2008-01-25","2008-01-25","2008-01-25 01:07:00","2008-01-25 13:04:00",37.60,3.14,,"lntag"
706,"706_23794172","ARTE_373","2011-02-24 13:46:25",-12.94,-66.58,-9.17,-66.9,"2008-01-25","2008-01-26","2008-01-25 13:04:00","2008-01-26 00:49:00",169.96,14.46,,"lntag"
706,"706_23794173","ARTE_373","2011-02-24 13:46:25",-9.17,-66.9,-2.89,-67.02,"2008-01-26","2008-01-26","2008-01-26 00:49:00","2008-01-26 12:24:00",274.59,23.70,,"lntag"
